scene, Location Median Error, Location Std Error
02, 0.23463477358410964, 0.2841561644461534
13, 0.7472704017817158, 0.6063692299363811
20, 0.09351188003767646, 0.09170559313938743
27, 0.13166497320386247, 0.16616693032511332
34, 0.7330797002033078, 1.4363483803573762
