scene, Location Median Error, Location Std Error, Iterations
02, 0.16945735590066469, 0.287150342894263, 2.8k
13, 0.5647042407597314, 0.7685861288602891, 6.0k
20, 0.05489455433186391, 0.08903430626572713, 3.0k
27, 0.11553715308711324, 0.17550773092364771, 1.0k
34, 0.8044690861778303, 1.4960885712872503, 3.5k
