scene, Location Median Error, Location Std Error, Iterations
02, 0.23463477358410964, 0.2841561644461534, 2.0k
13, 0.6275551756171235, 0.7050805201143581, 3.0k
20, 0.09351188003767646, 0.09170559313938743, 0.8k
27, 0.13166497320386247, 0.16616693032511332, 1.0k
34, 0.7330797002033078, 1.4363483803573762, 2.0k
