0.08, 0.24, 0.40, 0.08, 0.24, 0.40, 0.08, 0.24, 0.40
0.40, 0.40, 0.40, 0.24, 0.24, 0.24, 0.08, 0.08, 0.08
0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0
